DrugBank_ID,Name,SMILES,CAS_Number
DB02238,4-methylthio-2-oxobutanoic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03566,Spermidine,,
DB04160,Pyrophosphoric acid,,
DB04193,L-Homoserine,,
DB04553,2-Oxobutanoic Acid,,
DB00116,Tetrahydrofolic acid,,
DB00128,Aspartic acid,,
DB00130,L-Glutamine,,
DB00131,Adenosine phosphate,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00157,NADH,,
DB00171,ATP,,
DB00173,Adenine,,
DB00640,Adenosine,,
DB01345,Potassium cation,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,
DB01700,AICA ribonucleotide,,
DB01972,Guanosine-5'-Monophosphate,,
DB02134,Xanthine,,
DB02377,Guanine,,
DB02527,Cyclic adenosine monophosphate,,
DB02577,Mesoheme,,
DB02857,Guanosine,,
DB03101,Ribose-1-Phosphate,,
DB03147,Flavin adenine dinucleotide,,
DB04076,Hypoxanthine,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04335,Inosine,,
DB04457,2'-Deoxyguanosine-5'-Monophosphate,,
DB00116,Tetrahydrofolic acid,,
DB00128,Aspartic acid,,
DB00130,L-Glutamine,,
DB00131,Adenosine phosphate,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00157,NADH,,
DB00171,ATP,,
DB00173,Adenine,,
DB00640,Adenosine,,
DB01345,Potassium cation,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,
DB01700,AICA ribonucleotide,,
DB01972,Guanosine-5'-Monophosphate,,
DB02134,Xanthine,,
DB02377,Guanine,,
DB02527,Cyclic adenosine monophosphate,,
DB02577,Mesoheme,,
DB02857,Guanosine,,
DB03101,Ribose-1-Phosphate,,
DB03147,Flavin adenine dinucleotide,,
DB04076,Hypoxanthine,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04335,Inosine,,
DB04457,2'-Deoxyguanosine-5'-Monophosphate,,
DB00116,Tetrahydrofolic acid,,
DB00128,Aspartic acid,,
DB00130,L-Glutamine,,
DB00131,Adenosine phosphate,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00157,NADH,,
DB00171,ATP,,
DB00173,Adenine,,
DB00640,Adenosine,,
DB01345,Potassium cation,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,
DB01700,AICA ribonucleotide,,
DB01972,Guanosine-5'-Monophosphate,,
DB02134,Xanthine,,
DB02377,Guanine,,
DB02527,Cyclic adenosine monophosphate,,
DB02577,Mesoheme,,
DB02857,Guanosine,,
DB03101,Ribose-1-Phosphate,,
DB03147,Flavin adenine dinucleotide,,
DB04076,Hypoxanthine,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04335,Inosine,,
DB04457,2'-Deoxyguanosine-5'-Monophosphate,,
DB00114,Pyridoxal phosphate,,
DB00116,Tetrahydrofolic acid,,
DB00118,Ademetionine,,
DB00122,Choline,,
DB00131,Adenosine phosphate,,
DB00133,Serine,,
DB00134,Methionine,,
DB00145,Glycine,,
DB00151,Cysteine,,
DB00157,NADH,,
DB00171,ATP,,
DB00640,Adenosine,,
DB01345,Potassium cation,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01917,Putrescine,,
DB02083,"N,N-dimethylglycine",,
DB02238,4-methylthio-2-oxobutanoic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03566,Spermidine,,
DB04160,Pyrophosphoric acid,,
DB04193,L-Homoserine,,
DB04553,2-Oxobutanoic Acid,,
DB00114,Pyridoxal phosphate,,
DB00116,Tetrahydrofolic acid,,
DB00118,Ademetionine,,
DB00119,Pyruvic acid,,
DB00125,Arginine,,
DB00131,Adenosine phosphate,,
DB00133,Serine,,
DB00134,Methionine,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00151,Cysteine,,
DB00157,NADH,,
DB00160,Alanine,,
DB00171,ATP,,
DB00855,Aminolevulinic acid,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB02083,"N,N-dimethylglycine",,
DB02751,Glycocyamine,,
DB02951,3-Hydroxypyruvic Acid,,
DB02957,Orotidylic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03587,Pyruvaldehyde,,
DB03843,Formaldehyde,,
DB03915,2-Amino-3-Ketobutyric Acid,,
DB03929,D-Serine,,
DB04160,Pyrophosphoric acid,,
DB04343,Glyoxylic acid,,
DB04522,Dexfosfoserine,,
DB04553,2-Oxobutanoic Acid,,
DB00114,Pyridoxal phosphate,,
DB00116,Tetrahydrofolic acid,,
DB00118,Ademetionine,,
DB00119,Pyruvic acid,,
DB00125,Arginine,,
DB00131,Adenosine phosphate,,
DB00133,Serine,,
DB00134,Methionine,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00151,Cysteine,,
DB00157,NADH,,
DB00160,Alanine,,
DB00171,ATP,,
DB00855,Aminolevulinic acid,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB02083,"N,N-dimethylglycine",,
DB02751,Glycocyamine,,
DB02951,3-Hydroxypyruvic Acid,,
DB02957,Orotidylic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03587,Pyruvaldehyde,,
DB03843,Formaldehyde,,
DB03915,2-Amino-3-Ketobutyric Acid,,
DB03929,D-Serine,,
DB04160,Pyrophosphoric acid,,
DB04343,Glyoxylic acid,,
DB04522,Dexfosfoserine,,
DB04553,2-Oxobutanoic Acid,,
DB00116,Tetrahydrofolic acid,,
DB00118,Ademetionine,,
DB00128,Aspartic acid,,
DB00130,L-Glutamine,,
DB00131,Adenosine phosphate,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00157,NADH,,
DB00171,ATP,,
DB00173,Adenine,,
DB00640,Adenosine,,
DB00993,Azathioprine,,
DB01033,Mercaptopurine,,
DB01345,Potassium cation,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,
DB01700,AICA ribonucleotide,,
DB01972,Guanosine-5'-Monophosphate,,
DB02134,Xanthine,,
DB02377,Guanine,,
DB02527,Cyclic adenosine monophosphate,,
DB02577,Mesoheme,,
DB02857,Guanosine,,
DB03101,Ribose-1-Phosphate,,
DB03147,Flavin adenine dinucleotide,,
DB04076,Hypoxanthine,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04335,Inosine,,
DB04457,2'-Deoxyguanosine-5'-Monophosphate,,
DB00116,Tetrahydrofolic acid,,
DB00118,Ademetionine,,
DB00128,Aspartic acid,,
DB00130,L-Glutamine,,
DB00131,Adenosine phosphate,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00157,NADH,,
DB00171,ATP,,
DB00173,Adenine,,
DB00352,Tioguanine,,
DB00640,Adenosine,,
DB01033,Mercaptopurine,,
DB01345,Potassium cation,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,
DB01700,AICA ribonucleotide,,
DB01972,Guanosine-5'-Monophosphate,,
DB02134,Xanthine,,
DB02377,Guanine,,
DB02527,Cyclic adenosine monophosphate,,
DB02577,Mesoheme,,
DB02857,Guanosine,,
DB03101,Ribose-1-Phosphate,,
DB03147,Flavin adenine dinucleotide,,
DB04076,Hypoxanthine,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04335,Inosine,,
DB04457,2'-Deoxyguanosine-5'-Monophosphate,,
DB00114,Pyridoxal phosphate,,
DB00116,Tetrahydrofolic acid,,
DB00142,Glutamic acid,,
DB00157,NADH,,
DB00158,Folic acid,,
DB00171,ATP,,
DB00563,Methotrexate,,
DB00650,Leucovorin,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01942,Formic acid,,
DB03147,Flavin adenine dinucleotide,,
DB00116,Tetrahydrofolic acid,,
DB00128,Aspartic acid,,
DB00130,L-Glutamine,,
DB00131,Adenosine phosphate,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00157,NADH,,
DB00171,ATP,,
DB00173,Adenine,,
DB00640,Adenosine,,
DB01345,Potassium cation,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,
DB01700,AICA ribonucleotide,,
DB01972,Guanosine-5'-Monophosphate,,
DB02134,Xanthine,,
DB02377,Guanine,,
DB02527,Cyclic adenosine monophosphate,,
DB02577,Mesoheme,,
DB02857,Guanosine,,
DB03101,Ribose-1-Phosphate,,
DB03147,Flavin adenine dinucleotide,,
DB04076,Hypoxanthine,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04335,Inosine,,
DB04457,2'-Deoxyguanosine-5'-Monophosphate,,
DB00114,Pyridoxal phosphate,,
DB00116,Tetrahydrofolic acid,,
DB00142,Glutamic acid,,
DB00157,NADH,,
DB00158,Folic acid,,
DB00171,ATP,,
DB00650,Leucovorin,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01942,Formic acid,,
DB03147,Flavin adenine dinucleotide,,
DB00114,Pyridoxal phosphate,,
DB00116,Tetrahydrofolic acid,,
DB00118,Ademetionine,,
DB00119,Pyruvic acid,,
DB00125,Arginine,,
DB00131,Adenosine phosphate,,
DB00133,Serine,,
DB00134,Methionine,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00151,Cysteine,,
DB00157,NADH,,
DB00160,Alanine,,
DB00171,ATP,,
DB00855,Aminolevulinic acid,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB02083,"N,N-dimethylglycine",,
DB02751,Glycocyamine,,
DB02951,3-Hydroxypyruvic Acid,,
DB02957,Orotidylic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03587,Pyruvaldehyde,,
DB03843,Formaldehyde,,
DB03915,2-Amino-3-Ketobutyric Acid,,
DB03929,D-Serine,,
DB04160,Pyrophosphoric acid,,
DB04343,Glyoxylic acid,,
DB04522,Dexfosfoserine,,
DB04553,2-Oxobutanoic Acid,,
DB00114,Pyridoxal phosphate,,
DB00116,Tetrahydrofolic acid,,
DB00117,Histidine,,
DB00119,Pyruvic acid,,
DB00121,Biotin,,
DB00128,Aspartic acid,,
DB00130,L-Glutamine,,
DB00131,Adenosine phosphate,,
DB00133,Serine,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00157,NADH,,
DB00171,ATP,,
DB00174,Asparagine,,
DB01378,Magnesium cation,,
DB01971,trans-urocanic acid,,
DB03147,Flavin adenine dinucleotide,,
DB04160,Pyrophosphoric acid,,
DB00114,Pyridoxal phosphate,,
DB00116,Tetrahydrofolic acid,,
DB00117,Histidine,,
DB00118,Ademetionine,,
DB00131,Adenosine phosphate,,
DB00142,Glutamic acid,,
DB00157,NADH,,
DB00171,ATP,,
DB01373,Calcium,,
DB01593,Zinc,,
DB01971,trans-urocanic acid,,
DB03107,beta-Alanine,,
DB03147,Flavin adenine dinucleotide,,
DB04151,1-Methylhistidine,,
DB04160,Pyrophosphoric acid,,
DB00116,Tetrahydrofolic acid,,
DB00128,Aspartic acid,,
DB00130,L-Glutamine,,
DB00131,Adenosine phosphate,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00157,NADH,,
DB00171,ATP,,
DB00173,Adenine,,
DB00640,Adenosine,,
DB01345,Potassium cation,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,
DB01700,AICA ribonucleotide,,
DB01972,Guanosine-5'-Monophosphate,,
DB02134,Xanthine,,
DB02377,Guanine,,
DB02527,Cyclic adenosine monophosphate,,
DB02577,Mesoheme,,
DB02857,Guanosine,,
DB03101,Ribose-1-Phosphate,,
DB03147,Flavin adenine dinucleotide,,
DB04076,Hypoxanthine,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04335,Inosine,,
DB04457,2'-Deoxyguanosine-5'-Monophosphate,,
DB00116,Tetrahydrofolic acid,,
DB00118,Ademetionine,,
DB00122,Choline,,
DB00134,Methionine,,
DB00157,NADH,,
DB00171,ATP,,
DB00640,Adenosine,,
DB01345,Potassium cation,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB02083,"N,N-dimethylglycine",,
DB03147,Flavin adenine dinucleotide,,
DB04160,Pyrophosphoric acid,,
DB04401,Betaine aldehyde,,
DB00114,Pyridoxal phosphate,,
DB00116,Tetrahydrofolic acid,,
DB00118,Ademetionine,,
DB00122,Choline,,
DB00131,Adenosine phosphate,,
DB00133,Serine,,
DB00134,Methionine,,
DB00145,Glycine,,
DB00151,Cysteine,,
DB00157,NADH,,
DB00171,ATP,,
DB00640,Adenosine,,
DB01345,Potassium cation,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01917,Putrescine,,
DB02083,"N,N-dimethylglycine",,
DB02238,4-methylthio-2-oxobutanoic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03566,Spermidine,,
DB04160,Pyrophosphoric acid,,
DB04193,L-Homoserine,,
DB04553,2-Oxobutanoic Acid,,
DB00114,Pyridoxal phosphate,,
DB00116,Tetrahydrofolic acid,,
DB00117,Histidine,,
DB00118,Ademetionine,,
DB00131,Adenosine phosphate,,
DB00142,Glutamic acid,,
DB00157,NADH,,
DB00171,ATP,,
DB01373,Calcium,,
DB01593,Zinc,,
DB01971,trans-urocanic acid,,
DB03107,beta-Alanine,,
DB03147,Flavin adenine dinucleotide,,
DB04151,1-Methylhistidine,,
DB04160,Pyrophosphoric acid,,
DB00116,Tetrahydrofolic acid,,
DB00128,Aspartic acid,,
DB00130,L-Glutamine,,
DB00131,Adenosine phosphate,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00157,NADH,,
DB00171,ATP,,
DB00173,Adenine,,
DB00640,Adenosine,,
DB01345,Potassium cation,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,
DB01700,AICA ribonucleotide,,
DB01972,Guanosine-5'-Monophosphate,,
DB02134,Xanthine,,
DB02377,Guanine,,
DB02527,Cyclic adenosine monophosphate,,
DB02577,Mesoheme,,
DB02857,Guanosine,,
DB03101,Ribose-1-Phosphate,,
DB03147,Flavin adenine dinucleotide,,
DB04076,Hypoxanthine,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04335,Inosine,,
DB04457,2'-Deoxyguanosine-5'-Monophosphate,,
DB00116,Tetrahydrofolic acid,,
DB00128,Aspartic acid,,
DB00130,L-Glutamine,,
DB00131,Adenosine phosphate,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00157,NADH,,
DB00171,ATP,,
DB00173,Adenine,,
DB00640,Adenosine,,
DB01345,Potassium cation,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,
DB01700,AICA ribonucleotide,,
DB01972,Guanosine-5'-Monophosphate,,
DB02134,Xanthine,,
DB02377,Guanine,,
DB02527,Cyclic adenosine monophosphate,,
DB02577,Mesoheme,,
DB02857,Guanosine,,
DB03101,Ribose-1-Phosphate,,
DB03147,Flavin adenine dinucleotide,,
DB04076,Hypoxanthine,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04335,Inosine,,
DB04457,2'-Deoxyguanosine-5'-Monophosphate,,
DB00116,Tetrahydrofolic acid,,
DB00128,Aspartic acid,,
DB00130,L-Glutamine,,
DB00131,Adenosine phosphate,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00157,NADH,,
DB00171,ATP,,
DB00173,Adenine,,
DB00640,Adenosine,,
DB01345,Potassium cation,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,
DB01700,AICA ribonucleotide,,
DB01972,Guanosine-5'-Monophosphate,,
DB02134,Xanthine,,
DB02377,Guanine,,
DB02527,Cyclic adenosine monophosphate,,
DB02577,Mesoheme,,
DB02857,Guanosine,,
DB03101,Ribose-1-Phosphate,,
DB03147,Flavin adenine dinucleotide,,
DB04076,Hypoxanthine,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04335,Inosine,,
DB04457,2'-Deoxyguanosine-5'-Monophosphate,,
DB00116,Tetrahydrofolic acid,,
DB00118,Ademetionine,,
DB00128,Aspartic acid,,
DB00130,L-Glutamine,,
DB00131,Adenosine phosphate,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00157,NADH,,
DB00171,ATP,,
DB00173,Adenine,,
DB00640,Adenosine,,
DB01033,Mercaptopurine,,
DB01345,Potassium cation,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,
DB01700,AICA ribonucleotide,,
DB01972,Guanosine-5'-Monophosphate,,
DB02134,Xanthine,,
DB02377,Guanine,,
DB02527,Cyclic adenosine monophosphate,,
DB02577,Mesoheme,,
DB02857,Guanosine,,
DB03101,Ribose-1-Phosphate,,
DB03147,Flavin adenine dinucleotide,,
DB04076,Hypoxanthine,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04335,Inosine,,
DB04457,2'-Deoxyguanosine-5'-Monophosphate,,
DB00116,Tetrahydrofolic acid,,
DB00128,Aspartic acid,,
DB00130,L-Glutamine,,
DB00131,Adenosine phosphate,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00157,NADH,,
DB00171,ATP,,
DB00173,Adenine,,
DB00640,Adenosine,,
DB01345,Potassium cation,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,
DB01700,AICA ribonucleotide,,
DB01972,Guanosine-5'-Monophosphate,,
DB02134,Xanthine,,
DB02377,Guanine,,
DB02527,Cyclic adenosine monophosphate,,
DB02577,Mesoheme,,
DB02857,Guanosine,,
DB03101,Ribose-1-Phosphate,,
DB03147,Flavin adenine dinucleotide,,
DB04076,Hypoxanthine,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04335,Inosine,,
DB04457,2'-Deoxyguanosine-5'-Monophosphate,,
DB00114,Pyridoxal phosphate,,
DB00116,Tetrahydrofolic acid,,
DB00142,Glutamic acid,,
DB00157,NADH,,
DB00158,Folic acid,,
DB00171,ATP,,
DB00650,Leucovorin,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01942,Formic acid,,
DB03147,Flavin adenine dinucleotide,,
DB00114,Pyridoxal phosphate,,
DB00116,Tetrahydrofolic acid,,
DB00118,Ademetionine,,
DB00122,Choline,,
DB00133,Serine,,
DB00134,Methionine,,
DB00145,Glycine,,
DB00157,NADH,,
DB00171,ATP,,
DB01345,Potassium cation,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB02083,"N,N-dimethylglycine",,
DB03147,Flavin adenine dinucleotide,,
DB04160,Pyrophosphoric acid,,
DB04401,Betaine aldehyde,,
DB00114,Pyridoxal phosphate,,
DB00116,Tetrahydrofolic acid,,
DB00142,Glutamic acid,,
DB00157,NADH,,
DB00158,Folic acid,,
DB00171,ATP,,
DB00650,Leucovorin,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01942,Formic acid,,
DB03147,Flavin adenine dinucleotide,,
DB00116,Tetrahydrofolic acid,,
DB00128,Aspartic acid,,
DB00130,L-Glutamine,,
DB00131,Adenosine phosphate,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00157,NADH,,
DB00171,ATP,,
DB00173,Adenine,,
DB00640,Adenosine,,
DB01345,Potassium cation,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,,
DB01700,AICA ribonucleotide,,
DB01972,Guanosine-5'-Monophosphate,,
DB02134,Xanthine,,
DB02377,Guanine,,
DB02527,Cyclic adenosine monophosphate,,
DB02577,Mesoheme,,
DB02857,Guanosine,,
DB03101,Ribose-1-Phosphate,,
DB03147,Flavin adenine dinucleotide,,
DB04076,Hypoxanthine,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04335,Inosine,,
DB04457,2'-Deoxyguanosine-5'-Monophosphate,,
DB00114,Pyridoxal phosphate,,
DB00116,Tetrahydrofolic acid,,
DB00118,Ademetionine,,
DB00119,Pyruvic acid,,
DB00125,Arginine,,
DB00131,Adenosine phosphate,,
DB00133,Serine,,
DB00134,Methionine,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00151,Cysteine,,
DB00157,NADH,,
DB00160,Alanine,,
DB00171,ATP,,
DB00855,Aminolevulinic acid,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB02083,"N,N-dimethylglycine",,
DB02751,Glycocyamine,,
DB02951,3-Hydroxypyruvic Acid,,
DB02957,Orotidylic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03587,Pyruvaldehyde,,
DB03843,Formaldehyde,,
DB03915,2-Amino-3-Ketobutyric Acid,,
DB03929,D-Serine,,
DB04160,Pyrophosphoric acid,,
DB04343,Glyoxylic acid,,
DB04522,Dexfosfoserine,,
DB04553,2-Oxobutanoic Acid,,
DB00114,Pyridoxal phosphate,,
DB00116,Tetrahydrofolic acid,,
DB00118,Ademetionine,,
DB00122,Choline,,
DB00131,Adenosine phosphate,,
DB00133,Serine,,
DB00134,Methionine,,
DB00145,Glycine,,
DB00151,Cysteine,,
DB00157,NADH,,
DB00171,ATP,,
DB00640,Adenosine,,
DB01345,Potassium cation,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01917,Putrescine,,
DB02083,"N,N-dimethylglycine",,
DB02238,4-methylthio-2-oxobutanoic acid,,
DB03147,Flavin adenine dinucleotide,,
DB03566,Spermidine,,
DB04160,Pyrophosphoric acid,,
DB04193,L-Homoserine,,
DB04553,2-Oxobutanoic Acid,,
DB00117,Histidine,N[C@@H](CC1=CNC=N1)C(O)=O,71-00-1
DB00117,Histidine,,
DB00131,Adenosine phosphate,,
DB00134,Methionine,,
DB00149,Leucine,,
DB00156,Threonine,,
DB00160,Alanine,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB00172,Proline,,
DB00174,Asparagine,,
DB00207,Azithromycin,,
DB01972,Guanosine-5'-Monophosphate,,
DB02431,Cytidine-5'-Triphosphate,,
DB03685,Uridine monophosphate,,
DB03929,D-Serine,,
DB04160,Pyrophosphoric acid,,
DB00117,Histidine,,
DB00131,Adenosine phosphate,,
DB00134,Methionine,,
DB00149,Leucine,,
DB00156,Threonine,,
DB00160,Alanine,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB00172,Proline,,
DB00174,Asparagine,,
DB01190,Clindamycin,,
DB01972,Guanosine-5'-Monophosphate,,
DB02431,Cytidine-5'-Triphosphate,,
DB03685,Uridine monophosphate,,
DB03929,D-Serine,,
DB04160,Pyrophosphoric acid,,
DB00117,Histidine,,
DB00131,Adenosine phosphate,,
DB00134,Methionine,,
DB00149,Leucine,,
DB00156,Threonine,,
DB00160,Alanine,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB00172,Proline,,
DB00174,Asparagine,,
DB00199,Erythromycin,,
DB01972,Guanosine-5'-Monophosphate,,
DB02431,Cytidine-5'-Triphosphate,,
DB03685,Uridine monophosphate,,
DB03929,D-Serine,,
DB04160,Pyrophosphoric acid,,
DB00117,Histidine,,
DB00131,Adenosine phosphate,,
DB00134,Methionine,,
DB00149,Leucine,,
DB00156,Threonine,,
DB00160,Alanine,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB00172,Proline,,
DB00174,Asparagine,,
DB01172,Kanamycin,,
DB01972,Guanosine-5'-Monophosphate,,
DB02431,Cytidine-5'-Triphosphate,,
DB03685,Uridine monophosphate,,
DB03929,D-Serine,,
DB04160,Pyrophosphoric acid,,
DB00117,Histidine,,
DB00131,Adenosine phosphate,,
DB00134,Methionine,,
DB00149,Leucine,,
DB00156,Threonine,,
DB00160,Alanine,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB00172,Proline,,
DB00174,Asparagine,,
DB00452,Framycetin,,
DB01972,Guanosine-5'-Monophosphate,,
DB02431,Cytidine-5'-Triphosphate,,
DB03685,Uridine monophosphate,,
DB03929,D-Serine,,
DB04160,Pyrophosphoric acid,,
DB00117,Histidine,,
DB00131,Adenosine phosphate,,
DB00134,Methionine,,
DB00149,Leucine,,
DB00156,Threonine,,
DB00160,Alanine,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB00172,Proline,,
DB00174,Asparagine,,
DB00955,Netilmicin,,
DB01972,Guanosine-5'-Monophosphate,,
DB02431,Cytidine-5'-Triphosphate,,
DB03685,Uridine monophosphate,,
DB03929,D-Serine,,
DB04160,Pyrophosphoric acid,,
DB00117,Histidine,,
DB00131,Adenosine phosphate,,
DB00134,Methionine,,
DB00149,Leucine,,
DB00156,Threonine,,
DB00160,Alanine,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB00172,Proline,,
DB00174,Asparagine,,
DB01082,Streptomycin,,
DB01972,Guanosine-5'-Monophosphate,,
DB02431,Cytidine-5'-Triphosphate,,
DB03685,Uridine monophosphate,,
DB03929,D-Serine,,
DB04160,Pyrophosphoric acid,,
DB00117,Histidine,,
DB00131,Adenosine phosphate,,
DB00134,Methionine,,
DB00149,Leucine,,
DB00156,Threonine,,
DB00160,Alanine,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB00172,Proline,,
DB00174,Asparagine,,
DB00453,Clomocycline,,
DB01972,Guanosine-5'-Monophosphate,,
DB02431,Cytidine-5'-Triphosphate,,
DB03685,Uridine monophosphate,,
DB03929,D-Serine,,
DB04160,Pyrophosphoric acid,,
DB00114,Pyridoxal phosphate,,
DB00117,Histidine,,
DB00128,Aspartic acid,,
DB00142,Glutamic acid,,
DB00157,NADH,,
DB01373,Calcium,,
DB01593,Zinc,,
DB01783,Pantothenic acid,,
DB01849,Dihydrouracil,,
DB03107,beta-Alanine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03419,Uracil,,
DB00117,Histidine,,
DB00131,Adenosine phosphate,,
DB00134,Methionine,,
DB00149,Leucine,,
DB00156,Threonine,,
DB00160,Alanine,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB00172,Proline,,
DB00174,Asparagine,,
DB00684,Tobramycin,,
DB01972,Guanosine-5'-Monophosphate,,
DB02431,Cytidine-5'-Triphosphate,,
DB03685,Uridine monophosphate,,
DB03929,D-Serine,,
DB04160,Pyrophosphoric acid,,
DB00117,Histidine,,
DB00131,Adenosine phosphate,,
DB00134,Methionine,,
DB00149,Leucine,,
DB00156,Threonine,,
DB00160,Alanine,,
DB00161,Valine,,
DB00167,Isoleucine,,
DB00171,ATP,,
DB00172,Proline,,
DB00174,Asparagine,,
DB01301,Rolitetracycline,,
DB01972,Guanosine-5'-Monophosphate,,
DB02431,Cytidine-5'-Triphosphate,,
