DrugBank_ID,Name,SMILES,CAS_Number,MolecularWeight,LogP,NumHDonors,NumHAcceptors
DB00241,Butalbital,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,77-26-9,224.26,0.9609999999999999,2,3
DB00242,Cladribine,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1,4291-63-8,285.691,-0.2973999999999998,3,8
DB00243,Ranolazine,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,95635-55-5,427.5450000000002,2.30804,2,6
DB00244,Mesalazine,NC1=CC(C(O)=O)=C(O)C=C1,89-57-6,153.137,0.6726000000000001,3,3
DB00245,Benzatropine,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,86-13-5,307.43700000000007,4.417800000000003,0,2
DB00246,Ziprasidone,ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,146939-27-7,412.94600000000014,3.809000000000002,1,5
DB00247,Methysergide,[H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO,361-37-5,353.4660000000001,1.9350999999999998,2,4
DB00248,Cabergoline,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC,81409-90-7,451.61500000000024,3.193900000000001,2,4
DB00249,Idoxuridine,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C(=O)NC1=O,54-42-2,354.1,-1.2181,3,6
DB00250,Dapsone,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,80-08-0,248.307,1.6838000000000002,2,4
DB00251,Terconazole,CC(C)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,67915-31-5,532.4720000000002,4.462700000000004,0,8
DB00252,Phenytoin,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,57-41-0,252.27300000000002,1.7695999999999998,2,2
DB00253,Medrysone,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,2668-66-8,344.4950000000002,3.9403000000000032,1,3
DB00254,Doxycycline,[H][C@@]12[C@@H](C)C3=CC=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,564-25-0,444.44000000000017,-0.3475999999999985,6,9
DB00255,Diethylstilbestrol,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,56-53-1,268.356,4.828600000000005,2,2
DB00256,Lymecycline,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C,992-21-2,602.6410000000003,-0.4541999999999937,9,12
DB00257,Clotrimazole,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1,23593-75-1,344.845,5.376700000000004,0,2
DB00258,Calcium acetate,[Ca++].CC([O-])=O.CC([O-])=O,62-54-4,158.16599999999997,-2.8683999999999994,0,4
DB00259,Sulfanilamide,NC1=CC=C(C=C1)S(N)(=O)=O,63-74-1,172.20899999999997,-0.08379999999999999,2,3
DB00260,Cycloserine,N[C@@H]1CONC1=O,68-41-7,102.09299999999999,-1.6249000000000007,2,3
DB00261,Anagrelide,ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl,68475-42-3,256.092,1.9263,1,3
DB00262,Carmustine,ClCCNC(=O)N(CCCl)N=O,154-93-8,214.05199999999996,1.157,1,3
DB00263,Sulfisoxazole,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,127-69-5,267.31,1.67444,2,5
DB00264,Metoprolol,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,51384-51-1,267.36899999999997,1.6132,2,4
DB00265,Crotamiton,CCN(C(=O)C=CC)C1=CC=CC=C1C,483-63-6,203.285,2.9240200000000014,0,1
DB00266,Dicoumarol,OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2,66-76-2,336.29900000000004,2.9014000000000006,2,6
DB00267,Cefmenoxime,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,65085-01-0,511.57100000000025,-0.8697999999999988,3,14
DB00268,Ropinirole,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,91374-21-9,260.381,2.845700000000001,1,2
DB00269,Chlorotrianisene,COC1=CC=C(C=C1)C(Cl)=C(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1,569-57-3,380.8710000000001,5.867800000000005,0,3
DB00270,Isradipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C,75695-93-1,371.3930000000002,2.5822000000000003,1,8
DB00271,Diatrizoate,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,117-96-4,613.9150000000002,3.1154,3,3
DB00272,Betazole,NCCC1=CC=NN1,105-20-4,111.14799999999998,-0.08910000000000035,2,2
DB00273,Topiramate,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2,97240-79-4,339.3660000000001,-0.3953999999999991,1,8
DB00274,Cefmetazole,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CSCC#N)OC)C(O)=O,56796-20-4,471.5460000000003,-0.728319999999999,2,12
DB00275,Olmesartan,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,144689-24-7,446.5110000000002,3.6566000000000023,3,7
DB00276,Amsacrine,COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1,51264-14-3,393.4680000000001,4.511700000000003,2,5
DB00277,Theophylline,CN1C2=C(NC=N2)C(=O)N(C)C1=O,58-55-9,180.16699999999997,-1.0397000000000005,1,5
DB00278,Argatroban,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2,74863-84-6,508.64500000000015,0.9125700000000045,6,6
DB00279,Liothyronine,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,6893-02-3,650.9760000000001,3.952700000000001,3,4
DB00280,Disopyramide,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,3737-09-5,339.4830000000001,3.361900000000002,1,3
DB00281,Lidocaine,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,137-58-6,234.343,2.5837400000000006,1,2
DB00282,Pamidronic acid,NCCC(O)(P(O)(O)=O)P(O)(O)=O,40391-99-9,235.069,-1.6633000000000004,6,4
DB00283,Clemastine,CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,15686-51-8,343.898,5.104400000000005,0,2
DB00284,Acarbose,[H]C(=O)[C@H](O)[C@@H](O)[C@]([H])(O[C@@]1([H])O[C@H](CO)[C@@]([H])(O[C@H]2O[C@H](C)[C@@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO,56180-94-0,645.6080000000004,-8.721900000000007,14,19
DB00285,Venlafaxine,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,93413-69-5,277.408,3.0356000000000014,1,3
DB00287,Travoprost,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F,157283-68-6,500.55400000000014,4.427400000000004,3,6
DB00288,Amcinonide,[H][C@@]12C[C@H]3OC4(CCCC4)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,51022-69-6,502.5790000000003,3.5238000000000023,1,7
DB00289,Atomoxetine,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,83015-26-3,255.361,3.7246200000000034,1,2
DB00290,Bleomycin,[H][C@](C)(NC(=O)[C@@]([H])(NC(=O)C1=NC(=NC(N)=C1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@]([H])(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CNC=N1)[C@@H](O)[C@H](C)C(=O)N[C@]([H])(C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C)[C@@]([H])(C)O,11056-06-7,1415.5760000000005,-7.703580000000035,20,31
DB00291,Chlorambucil,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,305-03-3,304.217,3.377900000000002,1,2
DB00292,Etomidate,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1,33125-97-2,244.294,2.669100000000001,0,4
DB00293,Raltitrexed,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,112887-68-0,458.4960000000002,1.97722,4,7
DB00294,Etonogestrel,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],54048-10-1,324.46400000000006,4.048700000000004,1,2
DB00295,Morphine,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,57-27-2,285.34299999999996,1.1981,2,4
DB00296,Ropivacaine,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,84057-95-4,274.408,3.5064400000000013,1,2
DB00297,Bupivacaine,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,38396-39-3,288.43500000000006,3.8965400000000026,1,2
DB00298,Dapiprazole,CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1,72822-12-9,325.4600000000001,2.2875200000000007,0,5
DB00299,Penciclovir,NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2,39809-25-1,253.26199999999997,-1.3073000000000001,4,7
DB00300,Tenofovir disoproxil,[H][C@@](C)(CN1C=NC2=C(N)N=CN=C12)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,201341-05-1,519.4480000000003,3.0356000000000014,1,15
DB00301,Flucloxacillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1F)C(O)=O,5250-39-5,453.87900000000013,2.6878200000000003,2,6
DB00302,Tranexamic acid,NC[C@H]1CC[C@@H](CC1)C(O)=O,1197-18-8,157.213,0.8361000000000001,2,2
DB00303,Ertapenem,[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@@]([H])(C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,153832-46-3,475.52300000000025,0.9406999999999996,5,7
DB00304,Desogestrel,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],54024-22-5,310.48100000000005,4.869700000000004,1,1
DB00305,Mitomycin,[H][C@]12CN3C4=C([C@@H](COC(N)=O)[C@@]3(OC)[C@@]1([H])N2)C(=O)C(N)=C(C)C4=O,50-07-7,334.3320000000001,-1.6511999999999973,3,8
DB00306,Talbutal,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,115-44-6,224.26,0.9609999999999999,2,3
DB00307,Bexarotene,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C,153559-49-0,348.4860000000002,6.103720000000005,1,1
DB00308,Ibutilide,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,122647-31-8,384.58600000000007,4.164000000000003,2,4
DB00309,Vindesine,[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C)[C@@]1([H])[C@](O)([C@H](O)[C@]2(CC)C=CC3)C(N)=O)[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=C2C=CC=C1)C(=O)OC,53643-48-4,753.9409999999999,2.732400000000003,5,10
DB00310,Chlorthalidone,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,77-36-1,338.7720000000001,0.9242000000000002,3,4
DB00311,Ethoxzolamide,CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O,452-35-7,258.32399999999996,1.3423999999999998,1,5
DB00312,Pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,76-74-4,226.276,1.1849999999999998,2,3
DB00313,Valproic acid,CCCC(CCC)C(O)=O,99-66-1,144.214,2.2874,1,1
DB00314,Capreomycin,[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](C)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O.[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O,11003-38-6,1321.4350000000002,-15.441999999999885,27,27
DB00315,Zolmitriptan,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12,139264-17-8,287.36299999999994,1.9229,2,3
DB00316,Acetaminophen,CC(=O)NC1=CC=C(O)C=C1,103-90-2,151.165,1.3505999999999998,2,2
DB00317,Gefitinib,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,184475-35-2,446.91,4.2756000000000025,1,7
DB00318,Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,76-57-3,299.37,1.5010999999999999,1,4
DB00319,Piperacillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O,66258-76-2,517.5640000000003,-0.24029999999999602,3,7
DB00320,Dihydroergotamine,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,511-12-6,583.6890000000003,2.0811000000000006,3,6
DB00321,Amitriptyline,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,50-48-6,277.411,4.168600000000003,0,1
DB00322,Floxuridine,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,50-91-9,246.19399999999996,-1.6835999999999995,3,6
DB00323,Tolcapone,CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O,134308-13-7,273.244,2.545420000000002,2,5
DB00324,Fluorometholone,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,426-13-1,376.46800000000013,2.923300000000001,2,4
DB00325,Nitroprusside,O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N,15078-28-1,215.941,0.2985,0,7
DB00326,Calcium glucoheptonate,[Ca++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O,29039-00-7,490.4240000000002,-11.314600000000002,12,16
DB00327,Hydromorphone,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,466-99-9,285.34299999999996,1.6302999999999999,1,4
DB00328,Indomethacin,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,53-86-1,357.7930000000002,3.9273200000000035,1,4
DB00330,Ethambutol,CC[C@@H](CO)NCCN[C@@H](CC)CO,74-55-5,204.314,-0.292599999999999,4,4
DB00331,Metformin,CN(C)C(=N)NC(N)=N,657-24-9,129.167,-1.034159999999999,4,2
DB00332,Ipratropium,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C,60205-81-4,332.4640000000001,2.8541000000000016,1,3
DB00333,Methadone,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,76-99-3,309.45300000000003,4.292000000000004,0,2
DB00334,Olanzapine,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2,132539-06-1,312.44200000000006,3.4392200000000015,1,5
DB00335,Atenolol,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,29122-68-7,266.34099999999995,0.45210000000000006,3,4
DB00336,Nitrofural,NC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O,59-87-0,198.13799999999998,0.18999999999999984,2,5
DB00337,Pimecrolimus,[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC,137071-32-0,810.466,5.719400000000006,2,11
DB00338,Omeprazole,COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C,73590-58-6,345.42400000000015,2.8997400000000013,1,5
DB00339,Pyrazinamide,NC(=O)C1=NC=CN=C1,98-96-4,123.11499999999998,-0.42450000000000054,1,3
DB00340,Metixene,CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1,4969-02-2,309.47800000000007,5.015000000000005,0,2
DB00341,Cetirizine,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,83881-51-0,388.8950000000001,3.148200000000002,1,4
DB00342,Terfenadine,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,50679-08-8,471.6850000000001,6.445800000000007,2,3
DB00343,Diltiazem,COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,42399-41-7,414.5270000000002,3.3685000000000027,0,6
DB00344,Protriptyline,CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,438-60-8,263.384,4.301900000000003,1,1
DB00345,Aminohippuric acid,NC1=CC=C(C=C1)C(=O)NCC(O)=O,61-78-9,194.18999999999997,0.08319999999999972,3,3
DB00346,Alfuzosin,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1,81403-80-7,389.45600000000024,1.3507,2,8
DB00347,Trimethadione,CN1C(=O)OC(C)(C)C1=O,127-48-0,143.142,0.37359999999999993,0,3
DB00348,Nitisinone,[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,104206-65-7,329.23000000000013,2.7346000000000004,0,5
DB00349,Clobazam,CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O,22316-47-8,300.7450000000001,3.3712000000000018,0,2
DB00350,Minoxidil,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,38304-91-5,209.25299999999996,-0.1303000000000003,2,5
DB00351,Megestrol acetate,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,595-33-5,384.5160000000002,4.575300000000004,0,4
DB00352,Tioguanine,NC1=NC(=S)C2=C(N1)N=CN2,154-42-7,167.197,0.5976899999999998,3,4
DB00353,Methylergometrine,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO,113-42-8,339.439,1.9247,3,3
DB00354,Buclizine,CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1,82-95-1,433.039,6.544700000000008,0,2
DB00355,Aztreonam,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O,78110-38-0,435.44000000000017,-2.2238999999999978,3,10
DB00356,Chlorzoxazone,ClC1=CC2=C(OC(=O)N2)C=C1,95-25-0,169.567,1.7745,1,2
DB00357,Aminoglutethimide,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,125-84-8,232.283,1.3531999999999997,2,3
DB00358,Mefloquine,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,53230-10-7,378.316,4.447900000000002,2,3
DB00359,Sulfadiazine,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,68-35-9,250.28300000000002,0.8596000000000001,2,5
DB00360,Sapropterin,[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O,62989-33-7,241.251,-1.7002,6,7
DB00361,Vinorelbine,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,71486-22-1,778.9469999999999,4.753600000000003,2,11
DB00362,Anidulafungin,[H][C@]1(NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O)NC(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O,166663-25-8,1140.254,-0.9270999999999918,14,17
DB00363,Clozapine,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,5786-21-0,326.8310000000001,3.7227000000000023,1,4
DB00364,Sucralfate,O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O,54182-58-0,1558.7310000000014,-22.230500000000024,19,54
DB00365,Grepafloxacin,CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O,119914-60-2,359.4010000000001,2.28022,2,5
DB00366,Doxylamine,CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1,469-21-6,270.37600000000003,2.923300000000001,0,3
DB00367,Levonorgestrel,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],797-63-7,312.45300000000003,3.8826000000000027,1,2
DB00368,Norepinephrine,NC[C@H](O)C1=CC(O)=C(O)C=C1,51-41-2,169.18,0.08989999999999992,4,4
DB00369,Cidofovir,NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1,113852-37-2,279.18899999999996,-1.6617999999999997,4,7
DB00370,Mirtazapine,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1,85650-52-8,265.35999999999996,2.4789000000000003,0,3
DB00371,Meprobamate,CCCC(C)(COC(N)=O)COC(N)=O,57-53-4,218.25299999999996,0.9834000000000005,2,4
DB00372,Thiethylperazine,CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,1420-55-9,399.6290000000003,5.0388000000000055,0,5
DB00373,Timolol,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1,26839-75-8,316.4270000000002,0.5024999999999997,2,8
DB00374,Treprostinil,[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1,81846-19-7,390.5200000000001,3.5832000000000024,3,4
DB00376,Trihexyphenidyl,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1,144-11-6,301.47399999999993,4.330500000000004,1,2
DB00377,Palonosetron,[H][C@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2,135729-56-5,296.41400000000004,2.656500000000001,0,2
DB00378,Dydrogesterone,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,152-62-5,312.45300000000015,4.499500000000004,0,2
DB00379,Mexiletine,CC(N)COC1=C(C)C=CC=C1C,31828-71-4,179.26299999999998,2.02944,1,2
DB00380,Dexrazoxane,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,24584-09-6,268.27299999999997,-2.708299999999996,2,6
DB00381,Amlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,88150-42-9,408.88200000000006,2.2663,2,7
DB00382,Tacrine,NC1=C2CCCCC2=NC2=CC=CC=C12,321-64-2,198.26900000000003,2.695800000000001,1,2
DB00383,Oxyphencyclimine,CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,125-53-1,344.45500000000004,2.731700000000001,1,5
DB00384,Triamterene,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,396-01-0,253.269,0.8333999999999999,3,7
DB00385,Valrubicin,[H][C@@]1(C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)COC(=O)CCCC)O[C@H]1C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O1,56124-62-0,723.6500000000005,2.4622,5,13
DB00387,Procyclidine,OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,77-37-2,287.44699999999995,3.940400000000003,1,2
DB00388,Phenylephrine,CNC[C@H](O)C1=CC(O)=CC=C1,59-42-7,167.208,0.645,3,3
DB00389,Carbimazole,CCOC(=O)N1C=CN(C)C1=S,22232-54-8,186.236,1.56069,0,5
